title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Sir Thomas Strange,"March 1, 1793",1793-03-01,1793-03-01,etching and stipple engraving printed in color on pink paper,17.25.15,cmoa:things/ac7feb45-2ff9-4971-88ed-42971ab62296,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001446,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104262&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104263&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Henry Howard, Earl of Surrey","December 16, 1796",1796-12-16,1796-12-16,etching and stipple engraving printed in color on pink paper,17.25.16,cmoa:things/d0d15c02-b2ee-40ec-9723-f8143ad28a2d,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001447,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104226&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104227&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Frances Vere, Countess of Surrey","June 11, 1796",1796-06-11,1796-06-11,etching and stipple engraving printed in color on pink paper,17.25.17,cmoa:things/812044b9-4152-4572-a5c0-564734a2c8d9,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001448,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104222&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104225&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
Sir Thomas Eliot,"January 1, 1794",1794-01-01,1794-01-01,etching and stipple engraving printed in color on pink paper,17.25.18,cmoa:things/0e09c817-c912-4ad0-b627-437c34dfd222,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001449,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=114693&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Margaret, Lady Eliot","May 1, 1792",1792-05-01,1792-05-01,color engraving on paper,17.25.19,cmoa:things/89e6a538-c5d0-4dcc-aceb-124733cdb9b1,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001450,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=100069&size=Medium,cmoa:parties/74d4c2f3-6a8f-4e94-ae6f-34311592036e|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Conrad Martin Metz|Hans Holbein the Younger,"Metz, Conrad M.|Holbein, Hans, the Younger",after|,German|German,1745-01-01|1497-01-01,1827-01-01|1543-01-01,"Bonn (Köln district, North Rhine-Westphalia, Germany)|Augsburg, Germany","|London, England"
"John Colet, Dean of St. Paul's","August 24, 1795",1795-08-24,1795-08-24,etching and stipple engraving printed in color on pink paper,17.25.1,cmoa:things/af285512-423e-4d89-b31f-d9060fedc59e,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001451,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104180&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104181&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Henry and Charles Brandon, sons of the Duke of Suffolk","March 26, 1798",1798-03-26,1798-03-26,stipple engraving handcolored with gouache on ivory colored paper,17.25.20,cmoa:things/cad4dd3f-25d9-47ec-878b-0505f09987bd,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001452,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104174&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104175&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Thomas, Lord Wentworth","July 1, 1793",1793-07-01,1793-07-01,etching and stipple engraving printed in color on pink paper,17.25.21,cmoa:things/8a99eab0-802b-4ba3-92ef-1824b27c9edf,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001453,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104176&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104177&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Edward the Sixth, as an Infant","June 1, 1797",1797-06-01,1797-06-01,etching and stipple engraving printed in color on pink paper,17.25.22,cmoa:things/0af4f27e-0689-4476-baa9-88cfddbc9d17,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001454,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104218&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104219&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Edward the Sixth, at the Age of Ten","September 1, 1797",1797-09-01,1797-09-01,etching and stipple engraving printed in color on pink paper,17.25.23,cmoa:things/94d67fb9-6667-4438-bb8e-77973094bf57,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001455,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104220&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104221&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
Edward the Sixth at the Age of Fifteen,"May 1, 1793",1793-05-01,1793-05-01,etching and stipple engraving printed in color on pink paper,17.25.24,cmoa:things/97d1c4ea-1049-4200-9704-09d39e062f63,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001456,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104280&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104281&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"John Russell, First Earl of Bedford","February 1, 1796",1796-02-01,1796-02-01,etching and stipple engraving printed in color on pink paper,17.25.25,cmoa:things/326cd5a3-c954-4434-a941-058ce1ca7ebb,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001457,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104178&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104179&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Thomas, Lord Vaux","March 17, 1792",1792-03-17,1792-03-17,etching and stipple engraving printed in color on pink paper,17.25.26,cmoa:things/43213a14-1724-4aff-8716-2448c6abc7fa,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001458,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104184&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104185&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Elizabeth, Lady Vaux","March 25, 1793",1793-03-25,1793-03-25,etching and stipple engraving printed in color on pink paper,17.25.27,cmoa:things/92616188-af32-4d44-bd7b-924d0c97beb7,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001459,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104260&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104261&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
Sir John Gage,"March 12, 1796",1796-03-12,1796-03-12,etching and stipple engraving printed in color on pink paper,17.25.29,cmoa:things/2b08324c-980f-450c-a205-e37365c40082,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001460,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104186&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104187&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
Sir Henry Guldeford,"December 1, 1792",1792-12-01,1792-12-01,etching and stipple engraving printed in color on buff or pale pink paper,17.25.2,cmoa:things/4395f365-3558-465c-ab8e-66ec640c3a5f,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001461,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104211&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104212&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
Sir John Godsalve,"August 25, 1796",1796-08-25,1796-08-25,etching and stipple engraving printed in color on buff or pale pink paper,17.25.30,cmoa:things/3336b7a2-a145-4557-bf20-7cd9e71a6b79,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001462,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104188&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104189&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Sir Nicholas Poins, the Elder",1795,1795-01-01,1795-01-01,etching and stipple engraving printed in color on pink paper,17.25.31,cmoa:things/eb2c4818-ed04-4ced-9072-30d7810e2e2f,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001463,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104282&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104283&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Sir Nicholas Poins, the Younger","November 22, 1796",1796-11-22,1796-11-22,etching and stipple engraving printed in color on pink paper,17.25.32,cmoa:things/a9398603-d9c4-40d4-b6c5-b12687aba3ea,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001464,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104284&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104285&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
Sir Philip Hobby,"August 25, 1796",1796-08-25,1796-08-25,etching and stipple engraving printed in color on pink paper,17.25.33,cmoa:things/3ea76488-2fa4-40ac-abf8-a08e961e79b3,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001465,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=114697&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
John Poins,March 1792,1792-03-01,1792-03-01,color engraving on paper,17.25.34,cmoa:things/8f593f94-481f-49bf-81a6-6b4a1bd3b2ca,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001466,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=100068&size=Medium,cmoa:parties/74d4c2f3-6a8f-4e94-ae6f-34311592036e|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Conrad Martin Metz|Hans Holbein the Younger,"Metz, Conrad M.|Holbein, Hans, the Younger",after|,German|German,1745-01-01|1497-01-01,1827-01-01|1543-01-01,"Bonn (Köln district, North Rhine-Westphalia, Germany)|Augsburg, Germany","|London, England"
"George Brooke, Lord Cobham","January 1, 1796",1796-01-01,1796-01-01,etching and stipple engraving printed in color on pink paper,17.25.35,cmoa:things/3476b510-810c-4bc0-8ca0-8c4aaaebb788,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001467,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104286&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104287&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
Queen Mary,"June 20, 1796",1796-06-20,1796-06-20,etching and stipple engraving printed in color on pink paper,17.25.36,cmoa:things/6af547f8-4e2d-4b94-8b4d-c7fff35b1c8d,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001468,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104190&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104191&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
"Frances, Marchioness of Dorset","February 10, 1795",1795-02-10,1795-02-10,etching and stipple engraving printed in color on pink paper,17.25.37,cmoa:things/5390904e-eae8-40cf-865b-42a4a41cc134,Andrew Carnegie Fund,1917-01-30,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1001469,"James Tregaskis, London",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104258&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104259&size=Medium,cmoa:parties/a202fc52-b50a-4e91-8787-31f247dd46a4|cmoa:parties/0f025e69-aecd-4742-9e21-ff76f31cd486,Person|Person,Francesco Bartolozzi|Hans Holbein the Younger,"Bartolozzi, Francesco|Holbein, Hans, the Younger",after|,Italian|German,1727-01-01|1497-01-01,1815-01-01|1543-01-01,"Florence (Firenze province, Tuscany, Italy)|Augsburg, Germany","Lisbon (Distrito de Lisboa, Portugal)|London, England"
