song_title,lyrics
Wait,"Wait Lyrics[Verse 1: John Lennon and Paul McCartney]
It's been a long time, now I'm coming back home
I've been away now, oh, how I've been alone

[Chorus 1: John Lennon and Paul McCartney]
Wait till I come back to your side
We'll forget the tears we've cried

[Verse 2: John Lennon and Paul McCartney]
But if your heart breaks, don't wait, turn me away
And if your heart's strong, hold on, I won't delay
[Chorus 2: John Lennon and Paul McCartney]
Wait till I come back to your side
We'll forget the tears we've cried

[Bridge: Paul McCartney]
I feel as though you ought to know
That I've been good, as good as I can be
And if you do, I'll trust in you
And know that you will wait for me

[Verse 3: John Lennon and Paul McCartney]
It's been a long time, now I'm coming back home
I've been away now, oh, how I've been alone

[Chorus: John Lennon and Paul McCartney]
Wait till I come back to your side
We'll forget the tears we've cried

[Bridge: Paul McCartney]
I feel as though you ought to know
That I've been good, as good as I can be
And if you do, I'll trust in you
And know that you will wait for me

[Verse 4: John Lennon and Paul McCartney]
But if your heart breaks, don't wait, turn me away
And if your heart's strong, hold on, I won't delay
You might also like[Chorus: John Lennon and Paul McCartney]
Wait till I come back to your side
We'll forget the tears we've cried

[Verse 5: John Lennon and Paul McCartney]
It's been a long time, now I'm coming back home
I've been away now, oh, how I've been alone1Embed"
If I Needed Someone,"If I Needed Someone Lyrics[Verse 1]
If I needed someone to love
You're the one that I'd be thinking of
If I needed someone

[Verse 2]
If I had some more time to spend
Then I guess I'd be with you my friend
If I needed someone

[Bridge]
Had you come some other day
Then it might not have been like this
But you see now I'm too much in love
[Verse 3]
Carve your number on my wall
And maybe you will get a call from me
If I needed someone
Ah, ah, ah, ah

[Verse 4]
If I had some more time to spend
Then I guess I'd be with you my friend
If I needed someone

[Bridge]
Had you come some other day
Then it might not have been like this
But you see now I'm too much in love

[Verse 3]
Carve your number on my wall
And maybe you will get a call from me
If I needed someone
Ah, ahYou might also like3Embed"
Run for Your Life,"Run for Your Life Lyrics[Verse 1: John Lennon]
Well I'd rather see you dead, little girl
Than to be with another man
You better keep your head, little girl
Or I won't know where I am

[Chorus: John Lennon & Paul McCartney]
You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man
That's the end, little girl
[Verse 2: John Lennon]
Well you know that I'm a wicked guy
And I was born with a jealous mind
And I can't spend my whole life
Trying just to make you toe the line

[Chorus: John Lennon & Paul McCartney]
You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man
That's the end, little girl

[Verse 3: John Lennon]
Let this be a sermon
I mean everything I've said
Baby, I'm determined
And I'd rather see you dead

[Chorus: John Lennon & Paul McCartney]
You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man
That's the end, little girl

[Verse 4: John Lennon]
I'd rather see you dead, little girl
Than to be with another man
You better keep your head, little girl
Or you won't know where I am
You might also like[Chorus: John Lennon & Paul McCartney]
You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man
That's the end, little girl

[Outro: John Lennon]
Na, na, na
Na, na, na
Na, na, na
Na, na, na4Embed"
Taxman,"Taxman Lyrics[Intro: Paul McCartney & George Harrison]
One, two, three, four
One, two—  (One, two, three, four!)

[Verse 1]
Let me tell you how it will be
There's one for you, nineteen for me
Cause I'm the taxman
Yeah, I'm the taxman

[Verse 2]
Should five percent appear too small
Be thankful, I don't take it all
Cause I'm the taxman
Yeah, I'm the taxman
[Bridge]
(If you drive a car, car) I'll tax the street
(If you try to sit, sit) I'll tax your seat
(If you get too cold, cold) I'll tax the heat
(If you take a walk, walk) I'll tax your feet
Taxman

[Guitar Solo: Paul McCartney]

[Refrain]
Cause I'm the taxman
Yeah, I'm the taxman

[Verse 3]
Don't ask me what I want it for
(Haha, Mr. Wilson)
If you don't want to pay some more
(Haha, Mr. Heath)
Cause I'm the taxman
Yeah, I'm the taxman

[Verse 4]
Now my advice for those who die
(Taxman!)
Declare the pennies on your eyes
(Taxman!)
Cause I'm the taxman
Yeah, I'm the taxman
You might also like[Outro]
And you're working for no one but me (Taxman!)10Embed"
Eleanor Rig,"Eleanor Rigby Lyrics[Intro: Paul McCartney, John Lennon & George Harrison]
Ah, look at all the lonely people!
Ah, look at all the lonely people!
[Verse 1: Paul McCartney]
Eleanor Rigby
Picks up the rice in the church where a wedding has been
Lives in a dream
Waits at the window
Wearing the face that she keeps in a jar by the door
Who is it for?
[Chorus: Paul McCartney]
All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?
[Verse 2: Paul McCartney]
Father McKenzie
Writing the words of a sermon that no one will hear
No one comes near
Look at him working
Darning his socks in the night when there's nobody there
What does he care?

[Chorus: Paul McCartney]
All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?

[Bridge: Paul McCartney, John Lennon & George Harrison]
Ah, look at all the lonely people!
Ah, look at all the lonely people!
[Verse 3: Paul McCartney]
Eleanor Rigby
Died in the church and was buried along with her name
Nobody came
Father McKenzie
Wiping the dirt from his hands as he walks from the grave
No one was saved
You might also like[Outro: Paul McCartney]
All the lonely people (Ah, look at all the lonely people!)
Where do they all come from?
All the lonely people (Ah, look at all the lonely people!)
Where do they all belong?81Embed"
I'm Only Sleeping,"I’m Only Sleeping Lyrics[Verse 1]
When I wake up early in the morning
Lift my head, I'm still yawning
When I'm in the middle of a dream
Stay in bed, float up stream (Float up stream)

[Chorus 1]
Please, don't wake me, no, don't shake me
Leave me where I am, I'm only sleeping

[Verse 2]
Everybody seems to think I'm lazy
I don't mind, I think they're crazy
Running everywhere at such a speed
Till they find there's no need (There's no need)
[Chorus 2]
Please, don't spoil my day, I'm miles away
And after all, I'm only sleeping

[Break]

[Bridge]
Keeping an eye on the world going by my window
Taking my time

[Verse 3]
Lying there and staring at the ceiling
Waiting for a sleepy feeling
[Backwards Guitar Solo: George Harrison]

[Chorus 2]
Please, don't spoil my day, I'm miles away
And after all, I'm only sleeping

[Break: John Lennon, Paul McCartney]
Yawn, Paul!
*Yawns*

[Bridge]
Keeping an eye on the world going by my window
Taking my time
You might also like[Verse 1]
When I wake up early in the morning
Lift my head, I'm still yawning
When I'm in the middle of a dream
Stay in bed, float up stream (Float up stream)

[Chorus 1]
Please, don't wake me, no, don't shake me
Leave me where I am, I'm only sleeping15Embed"
Love You To,"Love You To Lyrics[Intro]

[Verse 1]
Each day just goes so fast
I turn around, it's past
You don't get time to hang a sign on me

[Refrain 1]
Love me while you can
Before I'm a dead old man
[Verse 2]
A lifetime is so short
A new one can't be bought
But what you've got means such a lot to me

[Refrain 2]
Make love all day long
Make love singing songs

[Interlude]

[Refrain 2]
Make love all day long
Make love singing songs

[Verse 3]
There's people standing round
Who'll screw you in the ground
They'll fill you in with all their sins you'll see

[Refrain 3]
I'll make love to you
If you want me toYou might also like6Embed"
"Here, There and Everywhere","Here, There and Everywhere Lyrics[Intro]
To lead a better life, I need my love to be here

[Verse 1]
Here, making each day of the year
Changing my life with the wave of her hand
Nobody can deny that there's something there

[Verse 2]
There, running my hands through her hair
Both of us thinking how good it can be
Someone is speaking, but she doesn't know he's there
[Bridge]
I want her everywhere, and if she's beside me
I know I need never care
But to love her is to need her everywhere

[Verse 3]
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there

[Bridge]
I want her everywhere, and if she's beside me
I know I need never care
But to love her is to need her everywhere

[Verse 3]
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there

[Outro]
I will be there and everywhere
Here, there and everywhereYou might also like13Embed"
She Said She Said,"She Said She Said Lyrics[Verse 1]
She said, ""I know what it's like to be dead
I know what it is to be sad""
And she's making me feel like I've never been born

[Verse 2]
I said, ""who put all those things in your head?
Things that make me feel that I'm mad
And you're making me feel like I've never been born""

[Bridge]
She said, ""you don't understand what I've said""
I said, ""no, no, no, you're wrong""
When I was a boy everything was right
Everything was right
[Verse 3]
I said, ""even though you know what you know
I know that I'm ready to leave
'Cause you're making me feel like I've never been born""

[Bridge]
She said, ""you don't understand what I said""
I said, ""no, no, no, you're wrong""
When I was a boy everything was right
Everything was right

[Verse 4]
I said, ""even though you know what you know
I know that I'm ready to leave
'Cause you're making me feel like I've never been born""

[Outro]
She said, ""I know what it's like to be dead
I know what it is to be sad
I know what it's like to be dead""You might also like7Embed"
Good Day Sunshine,"Good Day Sunshine Lyrics[Chorus]
Good day sunshine
Good day sunshine
Good day sunshine

[Verse 1]
I need to laugh, and when the sun is out
I've got something I can laugh about
I feel good, in a special way
I'm in love and it's a sunny day
[Chorus]
Good day sunshine
Good day sunshine
Good day sunshine

[Verse 2]
We take a walk, the sun is shining down
Burns my feet as they touch the ground

[Chorus]
Good day sunshine
Good day sunshine
Good day sunshine

[Verse 3]
Then we lie, beneath a shady tree
I love her and she's loving me
She feels good, she knows she's looking fine
I'm so proud to know that she is mine

[Chorus]
Good day sunshine
Good day sunshine
Good day sunshine
Good day sunshine
Good day sunshine
Good day sunshine
Good day sunshineYou might also like4Embed"
And Your Bird Can Sing,"And Your Bird Can Sing Lyrics[Verse 1]
You tell me that you've got everything you want
And your bird can sing
But you don't get me
You don't get me

[Verse 2]
You say you've seen seven wonders
And your bird is green
But you can't see me
You can't see me
[Bridge 1]
When your prized possessions
Start to weigh you down
Look in my direction
I'll be 'round, I'll be 'round

[Instrumental]

[Bridge 2]
When your bird is broken
Will it bring you down?
You may be awoken
I'll be 'round, I'll be 'round

[Verse 3]
You tell me that you've heard every sound there is
And your bird can swing
But you can't hear me
You can't hear meYou might also like8Embed"
